data_shopid,shop_name,recommend_dishes,shop_link,star_score,score_text,price,region,category,desc_addr_txt,reviews,address,biz_time,updated_at
l4vWuy3nzCthlPLV, 锦食屋·日本料理(好运街店), 煎鹅肝牛肉、 南瓜蛋挞、 鳗鱼黄金虾卷, https://www.dianping.com/shop/l4vWuy3nzCthlPLV, 4.7, "口味:4.7 环境:4.6 服务:4.6 食材:4.8", ¥85/人, 亮马桥/三元桥, 日本料理, 距地铁10号线亮马桥地铁站B东北口680m, 2779, 朝阳公园路好运街1-19B1, 11:00开始营业, 2025-11-14T09:16:56+08:00
G4dgNk5uOD1dGsPu, 丹东肥蚬子烤肉(张台路店), 肥蚬子、 飘香牛肉、 五花肉, https://www.dianping.com/shop/G4dgNk5uOD1dGsPu, 4.5, "口味:4.5 环境:4.4 服务:4.5", ¥128/人, 通州区, 融合烤肉, , 1521, 张台路小天使幼儿园对面, 11:30开始营业, 2025-11-14T09:17:13+08:00
k3pVwGx8khlFhbet, 虹桥海鲜面馆(南苑路店), 特色海鲜面、 黄鱼面、 雪菜, https://www.dianping.com/shop/k3pVwGx8khlFhbet, 4.1, "口味:4.2 环境:4.0 服务:4.0", ¥48/人, 洋桥/木樨园, 粉面馆, 距地铁8号线海户屯站D西南口步行130m, 3596, 南苑路海户屯4栋1层105号（北京海兴大酒店东侧门面、购多购超级折扣仓隔壁）, 07:30-21:00, 2025-11-14T09:17:28+08:00
l3xME4EFh7UN9fWY, 小吊梨汤·北京菜·烤鸭(望京凯德Mall店), 小吊梨汤、 梨球果仁虾、 招牌牛肉烩饭, https://www.dianping.com/shop/l3xME4EFh7UN9fWY, 4.6, "口味:4.5 环境:4.6 服务:4.6", ¥98/人, 望京, 烤鸭, 距地铁14号线阜通站A2口步行260m, 10607, 广顺北大街33号院凯德MALL望京商场5层01号, 10:30-21:30, 2025-11-13T17:03:12+08:00
FyIuJAqvy3t01XHZ, 龙人居·水煮鱼(南礼士路店), 龙人水煮鱼、 香辣美容蹄、 毛血旺, https://www.dianping.com/shop/FyIuJAqvy3t01XHZ, 4.6, "口味:4.7 环境:4.6 服务:4.6", ¥125/人, 复兴门, 酸菜鱼/水煮鱼, 距地铁南礼士路站B东北口步行150m, 13461, 南礼士路29号, 10:30开始营业, 2025-11-14T09:35:18+08:00
k1IiFlqAbRiJiYrc, 者火和牛涮锅专门店(三里屯店), 寿喜烧、 雪花和牛上脑、 安格斯牛小排, https://www.dianping.com/shop/k1IiFlqAbRiJiYrc, 4.7, "口味:4.7 环境:4.6 服务:4.7 食材:4.8", ¥328/人, 三里屯/工体, 火锅, 距地铁工人体育场站F口步行340m, 2287, 工人体育场东路红街大厦4号楼-101室, 11:30开始营业, 2025-11-14T09:35:41+08:00
H7zQrwzA1i2EAPlm, 道乐蟹料理(亚运村店), 招牌帝王蟹、 帝王蟹例牌一份、 酱烤黄鱼, https://www.dianping.com/shop/H7zQrwzA1i2EAPlm, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥300/人, 亚运村, 日本料理, 距地铁8号线奥体中心站B2北口步行1.3km, 4008, 北辰东路8号汇园公寓N座1楼, 11:00-22:00, 2025-11-13T17:04:05+08:00
k5pYz9MsQftrWajr, 局气 烤鸭·北京菜(五道口购物中心店), 局气酥皮虾、 局气文房烤鸭、 蜂窝煤, https://www.dianping.com/shop/k5pYz9MsQftrWajr, 4.3, "口味:4.2 环境:4.4 服务:4.4", ¥90/人, 五道口, 烤鸭, 距地铁13号线五道口站B南口步行340m, 24618, 成府路28号五道口购物中心6楼L6-05B(北门直梯上五层直行至头扶梯至六层)或东面光观梯直达六层, 11:00开始营业, 2025-11-14T09:18:23+08:00
G6bUVhQ0fXCy4uRQ, 三克火锅影院(来福士店), 椰子鸡火锅、 冬阴功火锅、 浇汁秋葵, https://www.dianping.com/shop/G6bUVhQ0fXCy4uRQ, 4.3, "口味:4.2 环境:4.6 服务:4.4 食材:4.7", ¥98/人, 东直门, 火锅, 距地铁2号线东直门站D西南口步行90m, 6144, 东直门南大街1号来福士5层, 10:00开始营业, 2025-11-14T09:18:42+08:00
H4hwl1kaOXgiNUmm, 一坐一忘云南菜(北京skp店), 香茅草烤鲈鱼、 黑三剁、 德宏泡乳达, https://www.dianping.com/shop/H4hwl1kaOXgiNUmm, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥149/人, 大望路, 云南菜|滇菜, 距地铁14号线大望路站F东北口步行20m, 8956, 建国路87号skp购物中心D区6层D6004号, 11:00开始营业, 2025-11-14T09:19:00+08:00
k9NjvhiH43LtGmgK, 懒人业余餐厅(崔各庄店), 鱼香肉丝、 藤椒游水椒麻鸡、 半汤牛蛙, https://www.dianping.com/shop/k9NjvhiH43LtGmgK, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥102/人, 马泉营, 川菜馆, 距红砖美术馆步行540m, 8587, 顺白路/一号地艺术园D区内/大犀牛处闸口入内/内设停车场, 11:30开始营业, 2025-11-14T09:19:17+08:00
G9QXdLvTz0NLcZaq, 安妮意大利餐厅(世贸天阶店), 安妮披萨、 千层面、 奶油蘑菇汤, https://www.dianping.com/shop/G9QXdLvTz0NLcZaq, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥119/人, 朝外大街, 意大利菜, 距CBD历史文化公园40m, 12255, 世贸天阶东门金桐西路10号远洋光华国际A-B座底商1层, 10:30-23:00, 2025-11-13T17:05:30+08:00
H473VP6iqUZos2gM, Ms.Na 私房菜·玫瑰烤鸭, 那小姐红烧肉、 玫瑰烤鸭、 琥珀凤仙虾, https://www.dianping.com/shop/H473VP6iqUZos2gM, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥145/人, 前门/大栅栏, 烤鸭, 距地铁2号线前门站C西南口步行530m, 8344, 煤市街廊房头条21号院北京坊西区W6楼4层01号, 11:00开始营业, 2025-11-14T09:19:36+08:00
l4lRpmdBXx17kI7d, 唐宫·粤菜海鲜(丽都店), 唐宫金奖乳鸽、 唐宫虾饺皇、 豉汁蒸凤爪, https://www.dianping.com/shop/l4lRpmdBXx17kI7d, 4.6, "口味:4.6 环境:4.8 服务:4.6", ¥148/人, 酒仙桥, 粤菜馆, 距地铁将台西站B口步行820m, 8433, 将台路6号丽都皇冠假日酒店三层, 09:00-21:30, 2025-11-13T17:06:06+08:00
l9OMdu1DYZJJnffy, 朴氏私家火锅(黄寺大街店), 牛蛙火锅、 炸馒头片、 朴氏牛蛙锅, https://www.dianping.com/shop/l9OMdu1DYZJJnffy, 4.7, "口味:4.7 环境:4.4 服务:4.5 食材:4.8", ¥105/人, 德外大街, 四川火锅, 距地铁8号线安华桥站E口步行1.0km, 3369, 黄寺大街15号佰隆大厦4层401室, 11:00-14:00、 16:30-22:00, 2025-11-13T17:06:21+08:00
G3jqOKHidE7IeCRo, 清真·鸦儿李记·涮肉(和平里店), 鲜切彩云红、 麻酱烧饼、 羊肉串, https://www.dianping.com/shop/G3jqOKHidE7IeCRo, 4.8, "口味:4.8 环境:4.7 服务:4.8 食材:4.8", ¥101/人, 和平里/国展中心, 老北京火锅, 距地铁5号线和平里北街站D西南口步行80m, 22897, 和平里西街67号（近地铁5号线和平里北街站）, 05:30-09:30、 11:00-22:00, 2025-11-14T09:19:56+08:00
k3D54emT0aIwxQmK, 牛角烧肉(北京来福士店), 王様横膈膜、 牛角牛小排、 海苔碎拌饭, https://www.dianping.com/shop/k3D54emT0aIwxQmK, 4.0, "口味:4.0 环境:4.2 服务:4.1", ¥137/人, 东直门, 日式烧烤/烤肉, 距地铁2号线东直门站D西南口步行290m, 8046, 北新桥街道东直门南大街1号北京来福士购物中心05-05(五层), 11:00-21:00, 2025-11-13T17:06:53+08:00
FhUwL8ogNtYuCDcs, 熊也牛店·和牛寿喜烧(北新桥店), 牛肉寿喜锅、 澳洲和牛寿喜锅、 手工乌冬面, https://www.dianping.com/shop/FhUwL8ogNtYuCDcs, 4.8, "口味:4.7 环境:4.7 服务:4.7 食材:4.8", ¥141/人, 北新桥/簋街, 日式火锅, 距地铁5号线北新桥站B东北口步行10m, 9149, 东直门内大街277号北新桥地铁站b口北面, 10:30开始营业, 2025-11-14T09:20:13+08:00
k3dr6vrP8emVnF8w, 鲜潭蒸汽石锅鱼(昌平悦荟店), 江团鱼、 鲜鱼汤、 青椒紫苏锅, https://www.dianping.com/shop/k3dr6vrP8emVnF8w, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥106/人, 昌平镇, 云南菜|滇菜, 距地铁昌平站C东南口步行1.4km, 4826, 南环路北京悦荟5楼F5-2号, 11:00开始营业, 2025-11-14T09:20:28+08:00
H9ZT3eeMfJqpW6sZ, Fukumimi·美醉堂 居酒屋(金尚店), 鸡肉碎溏心蛋、 烤牛舌、 炭火烤半熟牛肉, https://www.dianping.com/shop/H9ZT3eeMfJqpW6sZ, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥207/人, 左家庄, 日本料理, 距地铁17号线左家庄站B口步行720m, 3618, 新东路新源里西20号金尚源大厦一层108（意库隔壁）, 18:00开始营业, 2025-11-14T09:20:46+08:00
H2sZa78VqZFzsy8u, 穆塞菲霖新疆餐厅(平乐园店), 铁签羊肉串、 脆饼炝莲白、 炭烤鲜羊肝, https://www.dianping.com/shop/H2sZa78VqZFzsy8u, 4.8, "口味:4.8 环境:4.7 服务:4.7", ¥90/人, 双井, 新疆菜, 距地铁14号线平乐园站C东南口步行80m, 6984, 西大望路27号2-1, 11:00开始营业, 2025-11-14T09:21:03+08:00
l9DkQvTfUBmF1RxX, 鸟屯(三里屯店), 鸡碎肉饭、 牛舌、 鸡肉串, https://www.dianping.com/shop/l9DkQvTfUBmF1RxX, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥158/人, 三里屯/工体, 日本料理, 距地铁工人体育场站F口步行430m, 13543, 工体东路甲6号辉宿酒店1楼, 11:00-14:00、 17:00-24:00, 2025-11-13T17:08:19+08:00
GaGUcNS9PgOe8Zcq, 阿根廷牛排馆(亦庄店), 西冷牛排、 阿根廷炒薯条、 肉眼牛排, https://www.dianping.com/shop/GaGUcNS9PgOe8Zcq, 4.7, "口味:4.7 环境:4.7 服务:4.7 食材:4.8", ¥167/人, 亦庄, 牛排, 距地铁亦庄线荣昌东街站A1北口步行850m, 3356, 荣华南路15号中航技广场底商1-004, 11:00-21:30, 2025-11-13T17:08:34+08:00
iN297RNVnzcCwQdh, 风渡嘉荷西餐厅 Windy City(清河永泰庄店), 澳洲安格斯菲力牛排、 风渡嘉荷沙拉、 特色小吃拼盘, https://www.dianping.com/shop/iN297RNVnzcCwQdh, 4.7, "口味:4.8 环境:4.8 服务:4.8", ¥172/人, 清河, 西餐, 距地铁8号线永泰庄地铁站C口(东南口)800m, 13349, 永泰庄北路9号风渡嘉荷园内（距地铁8号线永泰庄站C口766米）, 10:00-21:30, 2025-11-13T17:08:51+08:00
k1F1GMeSoYm8m8Gn, 德永枣香烤鸭(王府中环店), 德永枣香烤鸭、 鹅肝酱寿司、 不一样水煮鱼, https://www.dianping.com/shop/k1F1GMeSoYm8m8Gn, 4.1, "口味:4.1 环境:4.5 服务:4.2", ¥151/人, 王府井/东单, 烤鸭, 距地铁8号线王府井站E3东北口步行460m, 10424, 王府井大街269号王府中环东楼4层, 11:00-14:30、 17:30-21:30, 2025-11-13T17:09:07+08:00
laN9bS62llfEkheJ, 三小猪3Little Pigs, 手撕猪肉堡、 炸土豆球、 牛肉酱奶酪汉堡, https://www.dianping.com/shop/laN9bS62llfEkheJ, 4.5, "口味:4.5 环境:4.3 服务:4.4", ¥94/人, 东四, 西式快餐, 距地铁5号线张自忠路站A西北口步行570m, 5141, 协作胡同44号（近张自忠路地铁站D口）, 11:00-21:30, 2025-11-13T17:09:24+08:00
G9h38FbLsz1UTBB6, 刘记炙子烤肉(虎坊桥店), 烤牛肉、 烤羊肉、 老北京炙子烤肉, https://www.dianping.com/shop/G9h38FbLsz1UTBB6, 4.5, "口味:4.5 环境:4.1 服务:4.3", ¥108/人, 虎坊桥, 炙子烤肉, 距地铁7号线虎坊桥站C东南口步行300m, 17968, 腊竹胡同85号, 11:00-22:30, 2025-11-13T17:09:40+08:00
l7qg4yTeA0U0es9Q, 汉巴味德(北京银座和谐广场店), 烤虾、 巴西烤肉、 蜜汁梅肉, https://www.dianping.com/shop/l7qg4yTeA0U0es9Q, 3.7, "口味:3.7 环境:3.7 服务:3.7 品种:3.7", ¥113/人, 六里桥/丽泽桥, 自助餐, 距地铁六里桥站A西北口步行740m, 29878, 万丰路68号银座和谐广场6层603号, 11:30-21:30, 2025-11-13T17:09:58+08:00
G7ShKhuqX0GibqT1, 官也街澳门火锅(新源里店), 澳门鸡脚猪骨煲、 鲜虾滑、 臻品肥牛, https://www.dianping.com/shop/G7ShKhuqX0GibqT1, 4.9, "口味:4.9 环境:4.8 服务:4.8 食材:4.9", ¥561/人, 亮马桥/三元桥, 海鲜火锅, 距地铁10号线亮马桥站出入口步行840m, 3827, 新源街45号, 11:00-次日03:30, 2025-11-13T17:10:16+08:00
k7b2lWonuwBhINuE, MEAT MATE 鲜食肉铺(颐堤港店), 安格斯西冷、 安格斯肋眼、 夏日狂欢沙拉, https://www.dianping.com/shop/k7b2lWonuwBhINuE, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥240/人, 酒仙桥, 牛排, 距地铁14号线将台站出入口步行160m, 2702, 酒仙桥路18号颐堤港商场LG63（BHG超市对面）, 11:00-22:00, 2025-11-13T17:10:33+08:00
H1fi71EJGgT2V5ai, 陈纪德慧源烧麦(回龙观店), 沙葱羊肉烧麦、 羊杂汤、 红糖焙子, https://www.dianping.com/shop/H1fi71EJGgT2V5ai, 4.2, "口味:4.3 环境:4.1 服务:4.1", ¥47/人, 回龙观, 快餐简餐, 距回龙观西大街公交站120m, 4569, 回龙观西大街35号院、上北鑫座2号楼1层110, 09:00-21:00, 2025-11-13T17:10:52+08:00
G7AjWAzsLflYFe9N, 付小姐在成都(三里屯店), 成都经典干拌串串香锅底、 重庆小酥肉、 红糖糍粑, https://www.dianping.com/shop/G7AjWAzsLflYFe9N, 4.3, "口味:4.3 环境:4.2 服务:4.3", ¥71/人, 三里屯/工体, 川菜馆, 距地铁工人体育场站F口步行390m, 7112, 工人体育场东路中国红街6号楼美林大厦背面1层, 11:00-23:30, 2025-11-13T17:11:08+08:00
GadNNO6FpB64MU0v, 食悦淮扬菜·北京菜·烤鸭(西国贸·丰台站店), 淮扬清炖狮子头、 鸡汁大白玉、 小黄鱼, https://www.dianping.com/shop/GadNNO6FpB64MU0v, 4.7, "口味:4.6 环境:4.7 服务:4.7", ¥157/人, 六里桥/丽泽桥, 苏浙菜, 距地铁10号线泥洼站C1东南口步行580m, 2390, 台湾街西国贸大酒店北门西侧（有30/70人小型宴会厅、定制生日宴、年夜饭火热预订中）, 10:30-22:00, 2025-11-13T17:11:26+08:00
H2JRnDWAsuIp0nFn, 芯元·碳烤熟成牛肉(经开店), 撒撒米烤肉、 特选菲力、 顶级现切黑牛眼肉, https://www.dianping.com/shop/H2JRnDWAsuIp0nFn, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥389/人, 亦庄, 日式烧烤/烤肉, 距中信新城西区北门公交站30m, 1021, 鹿华路5号院枫丹壹号一期13号楼1-2层111室, 10:00-14:00、 17:00-22:00, 2025-11-13T17:11:42+08:00
k4h9NY4BvsC83VSO, 园庭 Parksquare(丽都店), 餐前面包、 一口入魂牛肉饭、 澳洲M6战斧牛排, https://www.dianping.com/shop/k4h9NY4BvsC83VSO, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥216/人, 望京, 西餐, 距地铁将台西站A口步行290m, 4131, 将台西路9-3号（珀丽酒店西）, 08:00-10:00、 10:30-次日01:00, 2025-11-13T17:12:00+08:00
l1GHQpByffLpW9nv, 那家小馆•北京菜•烤鸭(香山店), 酥皮大明虾、 那府烤鸭、 王府口袋豆腐, https://www.dianping.com/shop/l1GHQpByffLpW9nv, 4.6, "口味:4.6 环境:4.8 服务:4.7", ¥128/人, 香山/植物园, 京菜, 距地铁西郊线香山站出入口步行340m, 8224, 买卖街乙58号, 11:00-14:00、 17:00-21:00, 2025-11-13T17:12:17+08:00
k7BLUkmsn5YEfDm4, 好這口重庆小面(总店), 重庆小面、 香糯豌杂面、 口水鸡, https://www.dianping.com/shop/k7BLUkmsn5YEfDm4, 4.6, "口味:4.6 环境:4.2 服务:4.4", ¥30/人, 北下关, 面馆, 距地铁4号线魏公村站B东北口步行1.5km, 4971, 大柳树路13号院2号楼底商, 10:30-22:00, 2025-11-13T17:12:33+08:00
k1nNLgADKg2trhMB, 全牛匠·乐山跷脚牛肉(五道口店), 招牌跷脚牛肉锅、 乐山狼牙土豆、 乐山棒棒鸡, https://www.dianping.com/shop/k1nNLgADKg2trhMB, 4.5, "口味:4.5 环境:4.4 服务:4.5", ¥45/人, 五道口, 川菜馆, 距地铁13号线五道口站B南口步行460m, 6207, 五道口中关村东路华清嘉园七号楼一层, 10:30-22:00, 2025-11-13T17:12:50+08:00
karHM09cnijhjqKf, 北门涮肉·炭火铜锅涮肉(美术馆店), 招牌手切鲜羊肉、 秘制麻酱小料、 老北京传统大清汤, https://www.dianping.com/shop/karHM09cnijhjqKf, 4.5, "口味:4.5 环境:4.5 服务:4.4 食材:4.7", ¥91/人, 东四, 老北京火锅, 距地铁8号线中国美术馆站A西北口步行690m, 8994, 美术馆后街60号（内蒙古宾馆对面）, 06:00-09:30、 11:00-22:00, 2025-11-13T17:13:10+08:00
G9Ibj1Ti4by22Rh3, 徽州小镇(丽泽桥店), 徽州臭鳜鱼、 老母鸡汤、 呈坎毛豆腐, https://www.dianping.com/shop/G9Ibj1Ti4by22Rh3, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥123/人, 六里桥/丽泽桥, 徽菜, 距地铁14号线西局站G东南口步行740m, 4595, 西三环南路55号首层东侧01号, 11:00-14:00、 16:30-21:00, 2025-11-13T17:13:26+08:00
k6xtGdFuRZZYqIeb, 小吊梨汤·北京菜(五棵松店), 小吊梨汤、 梨球果仁虾、 招牌牛肉烩饭, https://www.dianping.com/shop/k6xtGdFuRZZYqIeb, 4.3, "口味:4.3 环境:4.3 服务:4.4", ¥82/人, 五棵松, 京菜, 距地铁五棵松站出入口步行210m, 15994, 复兴路69号华熙LIVE西区2号楼负一层107室, 10:00-21:30, 2025-11-13T17:13:43+08:00
H7DEHCc6zdC0s8Fo, 老熟人烤肉城(西罗园店), 特级肥牛、 烤牛肉、 烤牛舌, https://www.dianping.com/shop/H7DEHCc6zdC0s8Fo, 4.5, "口味:4.5 环境:4.2 服务:4.5", ¥111/人, 洋桥/木樨园, 韩式烤肉, 距地铁8号线木樨园站C西南口步行960m, 15765, 西罗园南里68号京华酒店1层, 10:30-22:00, 2025-11-13T17:14:02+08:00
l5v7ZnmHQmYdzyJu, 菜适口烤鸭店(菜市口店), 精品烤鸭、 脆炒扁豆丝、 京酱肉丝卷, https://www.dianping.com/shop/l5v7ZnmHQmYdzyJu, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥75/人, 菜市口/陶然亭, 烤鸭, 距地铁4/7号线菜市口站D西南口步行510m, 8663, 广安门内大街6号, 10:30-21:30, 2025-11-13T17:14:20+08:00
H6x4z8yIBIDDNJfZ, 贵凤凰贵州米粉(中科院店), 贵凤凰贵州羊肉粉、 玫瑰冰粉、 大方臭豆腐, https://www.dianping.com/shop/H6x4z8yIBIDDNJfZ, 3.9, "口味:3.9 环境:3.9 服务:3.9", ¥37/人, 中关村, 粉面馆, 距地铁10号线知春里站B东北口步行760m, 3060, 中关村南路南一条8号贵凤凰, 11:00开始营业, 2025-11-14T09:21:17+08:00
la2rYwxvfw8br9kS, 有毛之地 UMao space, 咪鸭的蛋、 柯尔鸭、 提拉米苏, https://www.dianping.com/shop/la2rYwxvfw8br9kS, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥58/人, 武夷花园, 咖啡, 距通州运河公园步行1.0km, 2103, 运河园路9号院M5运河一号1号楼1单元底商1-8, 09:30-22:00, 2025-11-13T17:14:52+08:00
l9joZNYuMXiXpLkg, 怡庭Bistrot B(北京瑰丽酒店), 和牛汉堡、 澳⼤利亚和⽜⻄冷配薯条、 和牛m3眼肉牛排, https://www.dianping.com/shop/l9joZNYuMXiXpLkg, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥393/人, 国贸/建外, 西餐, 距地铁呼家楼站D西南口步行220m, 3131, 朝阳门外大街北京瑰丽酒店1楼（近呼家楼地铁站D口、近朝阳剧场、近渣打银行）, 06:30-10:30、 11:30-14:30、 17:30-22:00, 2025-11-14T09:21:34+08:00
l4oGIISIAwg8dgeM, 莆田餐厅PUTIEN(金融街购物中心店), 莆田扁肉汤、 百秒黄花鱼、 福建特色海蛎煎, https://www.dianping.com/shop/l4oGIISIAwg8dgeM, 4.7, "口味:4.6 环境:4.7 服务:4.7", ¥127/人, 复兴门, 福建菜, 距地铁19号线太平桥站A口步行970m, 9285, 金城坊南街金融街购物中心二期2层L201a号商铺（ST店旁边）, 11:00-21:00, 2025-11-13T17:15:26+08:00
H9Jv9W4avZ9qzUFY, 胤韩紫菜包饭·炸鸡·拌饭(宋家庄店), 蛋黄紫菜包饭、 金枪鱼紫菜包饭、 紫薯反卷紫菜包饭, https://www.dianping.com/shop/H9Jv9W4avZ9qzUFY, 4.8, "口味:4.8 环境:4.7 服务:4.7", ¥31/人, 刘家窑/宋家庄, 韩式料理, 距地铁5/10号线宋家庄站I西北2口步行430m, 2430, 榴乡路84号1号楼底商109, 08:30-23:00, 2025-11-13T17:15:46+08:00
jr1B9yJ7iySRIeJi, 潇湘阁(华夏幸福创新中心店), 金钱蛋、 小炒黄牛肉、 酸辣鸡胗, https://www.dianping.com/shop/jr1B9yJ7iySRIeJi, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥85/人, 世界公园, 湘菜, 距地铁9号线丰台科技园站出入口步行520m, 3153, 汽车博物馆西路华夏幸福创新中心特色商街B1层, 10:30-21:30, 2025-11-13T17:16:05+08:00
HaJr2ExinV65yH8B, 法兰之吻蛋糕甜品(三里屯店), 小粉红、 熊宝宝草莓慕斯蛋糕、 执子之手, https://www.dianping.com/shop/HaJr2ExinV65yH8B, 4.6, "口味:4.6 环境:4.4 服务:4.6", ¥250/人, 三里屯/工体, 面包蛋糕, 距地铁工人体育场站D口步行380m, 3343, 工人体育场北路三里屯SOHOa座4楼1517号, 07:00-23:30, 2025-11-13T17:16:24+08:00
H3Vn6cX2T8yogCpu, bluefrog蓝蛙(新三里屯太古里店), 蓝蛙店藏猪肋排配薯条、 墨西哥风味汉堡、 鸡肉凯撒沙拉, https://www.dianping.com/shop/H3Vn6cX2T8yogCpu, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥137/人, 三里屯/工体, 西餐, 距地铁工人体育场站D口步行390m, 11532, 三里屯路19号院三里屯南区地下一层SLG21a-1号, 10:30-23:00, 2025-11-13T17:16:43+08:00
G9oQurBrBcmt5MZn, 越鲜·pho(建国门店), 火车头汤河粉、 越式春卷、 香茅鸡翅, https://www.dianping.com/shop/G9oQurBrBcmt5MZn, 4.3, "口味:4.4 环境:4.0 服务:4.1", ¥73/人, 建外大街, 越南菜, 距地铁永安里站A1北口步行560m, 6785, 建国门外大街17号友谊商店东门, 11:00-20:30, 2025-11-13T17:17:01+08:00
GaoNf9Y6jjGDV9IH, 安妮意大利餐厅(望京店), 安妮比萨、 奶油蘑菇汤、 安妮沙拉, https://www.dianping.com/shop/GaoNf9Y6jjGDV9IH, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥128/人, 望京, 意大利菜, 距798艺术区960m, 10839, 望京街8号利星行广场A座裙楼2层（入口:南门奔驰展厅右侧拐角转门）, 10:30-22:30, 2025-11-13T17:17:19+08:00
H68x89oAPgX9BmlS, 串门儿·火锅炭烤小酒馆(安定门内大街店), 烤羊肉串、 蜂蜜烤面包、 烤鸡腿肉, https://www.dianping.com/shop/H68x89oAPgX9BmlS, 3.9, "口味:3.9 环境:4.1 服务:4.1 食材:4.6", ¥96/人, 安定门, 烤串, 距地铁2号线安定门站B东北口步行390m, 1992, 北二环五道营胡同73号院后, 11:30-24:00, 2025-11-13T17:17:34+08:00
i3iwlgCp7oxak9Iz, 林枫·食堂传统川菜·经典湘菜·京味菜(石景山店), 普通驴肉火烧、 水煮牛肉、 宫爆鸡丁, https://www.dianping.com/shop/i3iwlgCp7oxak9Iz, 4.7, "口味:4.7 环境:4.6 服务:4.7", ¥68/人, 鲁谷, 川菜馆, 距万达广场步行910m, 5579, 石景山路21号（首钢园、万达、鲁谷、石景山游乐园、八角游乐园地铁站）, 11:00-22:00, 2025-11-13T17:17:51+08:00
G2LZDU5gUW4r5oD5, 猫咖肉垫社(前门店), 肉垫社、 板栗小可爱的肉爪爪、 半小时自助饮料, https://www.dianping.com/shop/G2LZDU5gUW4r5oD5, 4.7, "口味:4.6 环境:4.7 服务:4.7", ¥78/人, 前门/大栅栏, 咖啡, 距地铁2号线前门站C西南口步行520m, 1518, 前门北京坊W3号楼2层, 10:00开始营业, 2025-11-14T09:21:53+08:00
H3XBVfARicQOD0lm, 田氏火火猪蹄·韩国料理(望京店), 火火迷你烤猪蹄、 烤肘蹄、 海鲜葱饼, https://www.dianping.com/shop/H3XBVfARicQOD0lm, 4.7, "口味:4.8 环境:4.4 服务:4.6", ¥105/人, 望京, 韩式料理, 距地铁14号线望京站F东北口步行510m, 5957, 湖光北街博泰国际商业广场3层, 11:30开始营业, 2025-11-14T09:22:09+08:00
laBSGZbTPMTpHVRk, 爐源ろげん烧鸟居酒屋, 烤鸡肉葱串、 黄油土豆、 烤五花肉, https://www.dianping.com/shop/laBSGZbTPMTpHVRk, 4.5, "口味:4.4 环境:4.4 服务:4.5 食材:4.7", ¥145/人, 慈云寺/八里庄, 日本料理, 距地铁四惠站D西北口步行760m, 1135, 八里庄街道朝阳路慈云寺住邦2000商务中心5号楼107室(七星园烤鸭店西侧远洋天地小学对面), 17:00-24:00, 2025-11-13T17:18:38+08:00
kar4hDRshJzUhx0I, 扑扑 PUPU(798店), 茉莉开心果刨冰、 葡萄橘子刨冰、 神仙抹茶刨冰, https://www.dianping.com/shop/kar4hDRshJzUhx0I, 4.1, "口味:4.1 环境:4.0 服务:4.0", ¥58/人, 酒仙桥, 冰淇淋, 距798桥艺术空间10m, 3178, 酒仙桥路4号798艺术区内一层（七星路与陶瓷一街交叉口西北角）, 11:30开始营业, 2025-11-14T09:22:25+08:00
l15VWU2IaikwaT2L, 海底捞火锅(牡丹园店), 捞派肥牛、 一根面、 血旺, https://www.dianping.com/shop/l15VWU2IaikwaT2L, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥115/人, 牡丹园/北太平庄, 四川火锅, 距地铁19号线牡丹园站F口步行260m, 43827, 花园路街道花园东路2号牡丹园海底捞（牡丹园地铁站F口步行250米）, 09:00-次日07:00, 2025-11-14T09:22:40+08:00
H5SEl03RZSDDeg0I, 美都波八爪鱼&烤肉(旺角店), 炒八爪鱼拌饭、 南瓜粥、 铁板八爪鱼五花肉, https://www.dianping.com/shop/H5SEl03RZSDDeg0I, 4.5, "口味:4.5 环境:4.5 服务:4.5", ¥104/人, 望京, 韩式料理, 距地铁14号线望京站F东北口步行930m, 10389, 湖光北街旺角购物广场2层北侧, 11:00开始营业, 2025-11-14T09:36:00+08:00
