data_shopid,shop_name,recommend_dishes,shop_link,star_score,score_text,price,region,category,desc_addr_txt,reviews,address,biz_time,updated_at
k9k8wqxEI9IKWDNa, 海底捞火锅(西单店), 全锅底、 招牌虾滑、 现场表演抻面, https://www.dianping.com/shop/k9k8wqxEI9IKWDNa, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥120/人, 西单, 四川火锅, 距地铁4号线灵境胡同站D西南口步行300m, 39688, 西单北大街109号西单婚庆大楼7层（老佛爷百货正对面、西单商场斜对面）, 10:00-次日07:00, 2025-11-13T14:15:59+08:00
HaFtEz32qOf1inCE, 海底捞火锅智慧餐厅(中骏世界城店), 招牌虾滑、 捞派脆脆毛肚、 番茄锅底, https://www.dianping.com/shop/HaFtEz32qOf1inCE, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥125/人, 朝外大街, 四川火锅, 距地铁东大桥站D1西南口步行740m, 18118, 金汇路8-9号楼中骏世界城E座负一层B1-04号, 10:00-次日07:00, 2025-11-13T14:16:18+08:00
G1jJ0hjpMtGpcgga, 东煦炉端酒场HAPPISAKE, 海胆山药细面、 松子龙须大虎虾、 霸王鸡肉串, https://www.dianping.com/shop/G1jJ0hjpMtGpcgga, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥458/人, 亮马桥/三元桥, 日本料理, 距地铁10号线亮马桥地铁站A口(西北口)850m, 3029, 新源南路2号昆仑饭店一层西门, 11:30-14:30、 17:30-22:00, 2025-11-13T14:16:34+08:00
G1uCRP3SwyKAxn75, 又一號老北京铜锅涮肉(前门总店), 手切羊上脑、 铜锅涮肉、 麻酱料, https://www.dianping.com/shop/G1uCRP3SwyKAxn75, 4.6, "口味:4.6 环境:4.6 服务:4.5 食材:4.7", ¥113/人, 前门/大栅栏, 老北京火锅, 距地铁2号线崇文门站D西南口步行790m, 13663, 西打磨厂街51号, 06:00-10:00、 11:00-22:00, 2025-11-13T14:16:51+08:00
FwvmSyuSLPDiE4Hk, 和木THE HOME·四合院, 嫩煎牛菲力配肥鸭肝、 招牌辣椒龙虾、 三春油泼面, https://www.dianping.com/shop/FwvmSyuSLPDiE4Hk, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥528/人, 南锣鼓巷/鼓楼东大街, 私房菜, 距地铁8号线南锣鼓巷站F东北口步行780m, 2521, 秦老胡同20号涵珍园国际酒店1楼（近南锣鼓巷）, 10:00-21:30, 2025-11-13T14:17:11+08:00
l5NQ0Q8kUIscLZMb, 巴奴毛肚火锅(悠唐购物中心店), 经典毛肚、 野山菌汤、 茴香小油条, https://www.dianping.com/shop/l5NQ0Q8kUIscLZMb, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥160/人, 朝外大街, 重庆火锅, 距地铁2号线朝阳门站A东北口步行580m, 21447, 朝外市场街与朝外南街交叉口悠唐购物中心东一门4层（24小时营业:夜市通道由悠唐购物中心北门进入）, 全天营业, 2025-11-13T14:17:28+08:00
k71KaeZipBrip1hk, 神户赤童日式烤肉伙伴(东直门店), 五花肉、 盐烤大虾、 淡奶布丁, https://www.dianping.com/shop/k71KaeZipBrip1hk, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥168/人, 东直门, 日式烧烤/烤肉, 距地铁首都机场线东直门站E口步行410m, 20499, 东直门外大街甲3号蜂巢剧场1层, 11:00-14:00、 17:00-22:00, 2025-11-13T14:17:47+08:00
juMxXiyFFBAbQJmn, 左岸 · Rive Gauche, 蟹皇羹、 鳌虾馄饨、 醉花竹对虾, https://www.dianping.com/shop/juMxXiyFFBAbQJmn, 4.9, "口味:4.8 环境:4.9 服务:4.9", ¥657/人, 王府井/东单, 法国菜, 距地铁8号线中国美术馆站D2西南口步行200m, 2188, 王府井大街1号璞瑄酒店2层, 06:30-10:30、 11:30-14:30、 18:00-22:00, 2025-11-13T14:18:02+08:00
Ha1b9nfGCXpq1pgy, 伊豆野菜村(金地广场店), 寿喜烧锅底、 和牛、 绵绵冰, https://www.dianping.com/shop/Ha1b9nfGCXpq1pgy, 4.6, "口味:4.6 环境:4.6 服务:4.6 食材:4.8", ¥150/人, 大望路, 日式火锅, 距地铁大望路站出入口步行20m, 16826, 建国路91号金地中心C座3层-L310, 11:00-14:00、 17:00-21:30, 2025-11-13T14:18:21+08:00
k3Q47C4If8LnsIGy, 伊豆野菜村(新辰里亚运村店), 寿喜锅、 上脑、 澳洲牛肩, https://www.dianping.com/shop/k3Q47C4If8LnsIGy, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥158/人, 亚运村, 日式火锅, 距地铁5号线惠新西街北口站A西北口步行1.4km, 5696, 北辰东路8号院1号楼新辰里购物中心5层, 11:00-14:00、 17:00-21:30, 2025-11-13T14:18:37+08:00
ieGQRqf4BBCmqvpP, 金山城·湖畔人家, 88秒小黄鱼、 宫保虾球、 北京烤鸭, https://www.dianping.com/shop/ieGQRqf4BBCmqvpP, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥236/人, 亮马桥/三元桥, 苏浙菜, 距北京海航大厦万豪酒店149米, 9726, 太阳宫地区霄云路15号(霄云里小区旁), 11:00-14:00、 17:00-21:00, 2025-11-13T14:18:54+08:00
Ew3oOgEDHa63snoC, 后门烤肉(延静西里东区店), 羊肉、 辣椒面、 芝麻, https://www.dianping.com/shop/Ew3oOgEDHa63snoC, 4.3, "口味:4.3 环境:4.0 服务:4.0", ¥45/人, 甜水园, 融合烤肉, 距地铁金台路站C东南口步行600m, 1611, 延静里西街延静西里东区10号楼1楼, 15:00开始营业, 2025-11-13T14:19:11+08:00
G5lUt0rUOfzJLGtj, PAK PAK喜悦泰餐(望京店), 冬阴功汤、 青柠蒸鲈鱼、 虾片(免费小吃）, https://www.dianping.com/shop/G5lUt0rUOfzJLGtj, 4.1, "口味:4.1 环境:4.3 服务:4.2", ¥104/人, 望京, 泰国菜, 距地铁14号线阜通站C东南口步行110m, 3106, 广顺南大街8号院利星行中心E座B1食小路（地铁阜通站C口往北200米，首开广场斜对面）, 11:00-14:00、 17:00-21:30, 2025-11-13T14:19:29+08:00
H5zWfRmULnnftLLi, 牛角烧肉(汉光百货店), 牛角牛小排、 王樣横膈膜、 海苔拌饭, https://www.dianping.com/shop/H5zWfRmULnnftLLi, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥141/人, 西单, 日式烧烤/烤肉, 距地铁4号线西单站出入口步行580m, 9067, 西单北大街176号汉光百货商场八层841号, 11:00-21:30, 2025-11-13T14:19:45+08:00
l6vpKfGbMXT1ARsP, 本寻烧肉酒场(金宝街店), 极上和牛四种、 本寻·M9和牛五花肉、 豪华生鱼拼, https://www.dianping.com/shop/l6vpKfGbMXT1ARsP, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥266/人, 建国门/北京站, 日式烧烤/烤肉, 距地铁东单站B东北口步行920m, 1651, 后椅子胡同天润财富中心一层（Costa Coffee隔壁）, 11:00-14:00、 17:00-23:00, 2025-11-13T14:20:00+08:00
H67lUKaL9Z3SC2PW, 花开素食·和(朝外大街店), 慧灵顿猴头菇排、 法式坚果焗香薯、 黄耳四物养生汤, https://www.dianping.com/shop/H67lUKaL9Z3SC2PW, 4.9, "口味:4.8 环境:4.8 服务:4.9", ¥150/人, 朝外大街, 素食, 距地铁东大桥站D1西南口步行700m, 2722, 东大桥路8号SOHO尚都北塔B座2层2202, 11:30-13:30、 17:00-20:30, 2025-11-13T14:20:18+08:00
H2aIFofuQdSssUdS, 王府井文华东方酒店-紫膳餐厅, 酱烧牛肋骨、 菠萝咕噜肉、 海南鸡饭, https://www.dianping.com/shop/H2aIFofuQdSssUdS, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥493/人, 王府井/东单, 粤式茶点, 距地铁8号线王府井站E3东北口步行440m, 3344, 王府井大街269号北京王府井文华东方酒店五层, 06:30-10:30、 11:30-14:30、 15:00-17:00、 17:30-22:00, 2025-11-13T14:20:37+08:00
GaOdpvwjf5KlLrvU, 珍滋味海鲜火锅酒家(蓝色港湾店), 竹节虾、 鬼马酿油条、 炸响铃, https://www.dianping.com/shop/GaOdpvwjf5KlLrvU, 4.9, "口味:4.9 环境:4.9 服务:4.9 食材:4.9", ¥380/人, 亮马桥/三元桥, 海鲜火锅, 距地铁14号线枣营站A西北口步行750m, 5802, 公园路6号SOLANA蓝色港湾1层, 11:30-24:00, 2025-11-13T14:20:56+08:00
H71atzcxZ9DQhN5L, 草木禅房(东四店), 福满乾坤、 花开见佛、 自制酸奶, https://www.dianping.com/shop/H71atzcxZ9DQhN5L, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥391/人, 东四, 素食, 距地铁5号线灯市口站A西北口步行310m, 4818, 东四南大街99号, 10:30-14:00、 16:30-21:00, 2025-11-13T14:21:12+08:00
la0JORNbcAFwQW09, 倔强烧肉专门店, 和牛Shabu Shabu、 M9+级顶级和牛牛小排、 M9+级精选和牛肋眼牛排, https://www.dianping.com/shop/la0JORNbcAFwQW09, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥668/人, 三里屯/工体, 日式烧烤/烤肉, 距地铁10号线团结湖地铁站出口370m, 1477, 三里屯一号场T+MALL（L3-14/15）, 11:30-14:00、 17:30-22:00, 2025-11-13T14:21:30+08:00
k8Mc2bXDIpzys87H, Amico BJ, 餐前面包、 澳洲和牛里脊塔塔、 扇贝柱, https://www.dianping.com/shop/k8Mc2bXDIpzys87H, 4.6, "口味:4.6 环境:4.7 服务:4.8", ¥1241/人, 三里屯/工体, 西餐, 距地铁10号线团结湖站出入口步行120m, 1725, 工人体育场北路甲2号盈科中心C座一层109单元（瑞幸咖啡隔壁）, 次日18:00开始营业, 2025-11-13T14:21:49+08:00
H3wcoC7df7HmqOyR, 六丁火木炭烤肉(国美店), 大块牛排、 猪五花、 东北酸菜, https://www.dianping.com/shop/H3wcoC7df7HmqOyR, 4.7, "口味:4.7 环境:4.6 服务:4.7", ¥105/人, 青年路, 融合烤肉, , 4663, 青年路西里3号院9号楼底商F1-02（链家与我爱我家中间路口向东小区入口处）, 11:00-24:00, 2025-11-13T14:22:06+08:00
Ha4hEPBqeaxUbePZ, 叶叶菩提(望京店), 养生老火滋补汤、 花雕浓汤烩三鲜、 藜麦沙拉, https://www.dianping.com/shop/Ha4hEPBqeaxUbePZ, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥498/人, 望京, 素食, 距地铁14号线阜通地铁站C东南口300m, 4474, 望京街道望京广顺南大街悠乐汇A座一层（停车场入口往东20米）, 11:00-14:00、 17:00-21:00, 2025-11-13T14:22:23+08:00
H4b4zwVjgCY45iQh, 叶叶菩提(总店), 藜麦沙拉、 自制养生酸奶、 开胃四小碟, https://www.dianping.com/shop/H4b4zwVjgCY45iQh, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥498/人, 大望路, 素食, 距地铁14号线大望路站E西北口步行520m, 8284, 光华路2号6号楼阳光100国际公寓F座, 11:00-14:00、 17:00-21:00, 2025-11-13T14:22:40+08:00
GaaDq45l8aEtoMSz, V甜 VSWEET CAKE(三里屯店), 流淌的心意、 迷你心形小蛋糕、 简爱, https://www.dianping.com/shop/GaaDq45l8aEtoMSz, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥395/人, 三里屯/工体, 面包蛋糕, 距工人体育场西门公交站140m, 3998, 工人体育场西路甲7号东迎坊正对面, 10:00-19:00, 2025-11-13T14:22:58+08:00
k79CREz2rYvuaniI, 群生大院(怀柔店), 老北京酱驴肉火烧、 炭烧驴肉串、 老汤驴肉炖豆腐, https://www.dianping.com/shop/k79CREz2rYvuaniI, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥102/人, 红螺寺, 京菜, , 13732, 怀黄路与红西路交叉口北行100米路西, 10:30-21:00, 2025-11-13T14:23:17+08:00
lazdfvgQiSfxVeKz, 绿季法式甜品, 挚爱蛋糕、 歌剧院、 花开富贵, https://www.dianping.com/shop/lazdfvgQiSfxVeKz, 4.8, "口味:4.7 环境:4.7 服务:4.7", ¥613/人, 三里屯/工体, 甜品, 距地铁工人体育场站D口步行230m, 1981, 工人体育场北路8号三里屯SOHO1号商场B1层110号, 11:00-19:00, 2025-11-13T14:23:34+08:00
H4i5E61twJjgrCAa, 汕头八合里海记牛肉店(清河店), 吊龙、 潮汕炸腐皮、 手打牛筋丸, https://www.dianping.com/shop/H4i5E61twJjgrCAa, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥127/人, 清河, 潮汕牛肉火锅, 距地铁清河小营桥站B2口步行680m, 17293, G6辅路与小营东路交叉口北300米路东, 11:00-22:00, 2025-11-13T14:23:52+08:00
k5xCPmTViazD3iRf, 酷湘·江南庭院餐厅•正统湘菜(国贸大望路店), 纯酸奶手工点心大馒头、 湘式臭鳜鱼、 骨汤湖南红苋菜, https://www.dianping.com/shop/k5xCPmTViazD3iRf, 4.7, "口味:4.7 环境:4.8 服务:4.8", ¥279/人, 大望路, 湘菜, 距地铁1号线大望路地铁站B东南口770m, 6459, 百子湾路29号院, 11:00-22:00, 2025-11-13T14:24:09+08:00
E73OXfu0lcIO6ZJh, 伊豆野菜村(中海环宇荟店), 上脑、 和牛牛肩、 大福, https://www.dianping.com/shop/E73OXfu0lcIO6ZJh, 4.3, "口味:4.3 环境:4.4 服务:4.3 食材:4.6", ¥158/人, 安贞, 日式火锅, 距地铁10号线安贞门站B东北口步行50m, 12055, 安定路5号院6号楼中海环宇荟购物中心3层309-311号, 11:00-14:00、 17:00-21:30, 2025-11-13T14:24:26+08:00
k9bE1H8jDZ4pWGzw, 滋色盐帮菜·水煮鱼(国贸商城店), 招牌菇娘鱼、 精品毛血旺、 压锅糯香骨, https://www.dianping.com/shop/k9bE1H8jDZ4pWGzw, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥134/人, 国贸/建外, 川菜馆, 距地铁10号线国贸站E2西北口步行440m, 5088, 建国门外大街1号国贸商城中区地下二层NB201（靠近中区溜冰场、B2扶梯靠近lululemon）, 11:00-21:30, 2025-11-13T14:24:43+08:00
G3leSowufVRLUHAI, 胡大饭馆(簋街三店), 胡大麻辣小龙虾、 簋街馋嘴牛蛙、 香辣猪蹄, https://www.dianping.com/shop/G3leSowufVRLUHAI, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥135/人, 北新桥/簋街, 小龙虾, 距雍和宫490m, 65396, 东直门内大街284号（距雍和宫490m）, 11:00-次日01:00, 2025-11-13T14:25:00+08:00
EbZYi2PhXDEjC7Cl, 牛角烧肉(合生汇店), 牛角牛小排、 牛角海苔饭、 盐葱牛舌, https://www.dianping.com/shop/EbZYi2PhXDEjC7Cl, 4.0, "口味:4.0 环境:4.1 服务:4.0", ¥152/人, 百子湾, 日式烧烤/烤肉, 距地铁7号线九龙山站E西北口步行190m, 15123, 西大望路甲22号院1号楼101内5层L5-18号, 11:00-21:00, 2025-11-13T14:25:18+08:00
jlbxDy1t1njxHuoj, 逸绮瑶澜Miss Mousse Cake蛋糕(三里屯SOHO店), 逆袭的馒头、 璀璨水果裸蛋糕、 草莓遇见桃子, https://www.dianping.com/shop/jlbxDy1t1njxHuoj, 4.6, "口味:4.6 环境:4.5 服务:4.6", ¥112/人, 三里屯/工体, 面包蛋糕, 距地铁工人体育场站D口步行490m, 2105, 工人体育场北路8号院三里屯SOHO5号商场2层扶梯旁, 09:30-21:30, 2025-11-13T14:25:35+08:00
HaCzZiGIba9xB3lF, 沪小胖·蓝龙王(簋街店), 金湖蒜香龙虾、 盱眙十三香龙虾、 冰镇小龙虾, https://www.dianping.com/shop/HaCzZiGIba9xB3lF, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥174/人, 东直门, 小龙虾, 距地铁5号线北新桥站C东南口步行210m, 4557, 东直门内大街246号, 11:00-次日01:00, 2025-11-13T14:25:51+08:00
k3jiJF8Jio7evSBq, 拾也·烤肉自助(顺义华联店), 肥牛、 雪花牛、 薄切牛舌, https://www.dianping.com/shop/k3jiJF8Jio7evSBq, 4.5, "口味:4.5 环境:4.4 服务:4.5", ¥183/人, 顺义城区, 烤肉自助, 距地铁15号线顺义站D西南口步行860m, 17093, 新顺南大街8号BHGMall北京华联顺义金街购物中心4层17B号, 11:00-15:00、 17:00-21:30, 2025-11-13T14:26:08+08:00
k8oJwmjGI7oeB6ED, 宣南居(六里桥店), 糖花卷、 萝卜菜团子、 野菜团子, https://www.dianping.com/shop/k8oJwmjGI7oeB6ED, 4.1, "口味:4.1 环境:4.0 服务:4.0", ¥46/人, 北京西站/六里桥, 老北京小吃, 距地铁9号线六里桥东站C东南口步行820m, 5319, 太平桥路华源四里一号楼, 06:00-21:00, 2025-11-13T14:26:25+08:00
l4QdZRYnVbxo72EG, 朝林松源滙·自助餐, 黑松露酱焗波士顿龙虾、 香煎鹅肝、 蒸海鲜, https://www.dianping.com/shop/l4QdZRYnVbxo72EG, 4.8, "口味:4.8 环境:4.8 服务:4.9 品种:4.9", ¥556/人, 亦庄, 自助餐, 距地铁亦庄线荣京东街站A1北口步行930m, 4821, 荣华中路19号朝林松源酒店内, 17:30开始营业, 2025-11-13T14:26:43+08:00
H21xISBWSiIqytph, 川军本色(双榆树双安店), 川军过瘾水煮重庆有机鱼、 毛血旺、 香辣蹄, https://www.dianping.com/shop/H21xISBWSiIqytph, 4.7, "口味:4.7 环境:4.6 服务:4.7", ¥120/人, 人民大学, 川菜馆, 距地铁人民大学站F口步行610m, 21536, 北三环西路甲30号双天大厦1、2层底商, 11:00-14:30、 17:00-22:00, 2025-11-13T14:27:00+08:00
G7e5RHOXcJPBSy0u, 北平楼·烤鸭·北京菜(西三旗店), 枣香酥黑金烤鸭、 松鼠桂鱼一例、 精品烤鸭半只, https://www.dianping.com/shop/G7e5RHOXcJPBSy0u, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥110/人, 西三旗, 京菜, , 10419, 建材城西路87号新龙大厦C座二层, 10:30-20:30, 2025-11-13T14:27:18+08:00
GaN8Ss7ad2ssEZbA, 粤食佳(十里河店), 啫啫海鲜蚝仔烙、 雪山奶酪包、 鲜虾脆皮红米肠, https://www.dianping.com/shop/GaN8Ss7ad2ssEZbA, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥127/人, 十里河, 粤菜馆, 位于铭泽生活广场内, 14261, 西大望南路32号铭泽生活广场a座2层, 11:00-21:30, 2025-11-13T14:27:38+08:00
G3CaYNNaUOynilpk, 聚焦鲜牛肉潮汕火锅(丰台店), 吊龙、 鲜牛肉丸、 嫩肉, https://www.dianping.com/shop/G3CaYNNaUOynilpk, 4.6, "口味:4.6 环境:4.6 服务:4.6 食材:4.6", ¥95/人, 世界公园, 潮汕牛肉火锅, 距地铁9号线丰台科技园地铁站B口(东北口)540m, 19155, 汽车博物馆东路盈坤世纪F座1层, 10:30-24:00, 2025-11-13T14:27:54+08:00
l9S00nX7IO87EPXW, 胜博殿日式炸猪排(西红门店), 高丽菜丝、 腰内猪排、 味增汤, https://www.dianping.com/shop/l9S00nX7IO87EPXW, 4.7, "口味:4.7 环境:4.8 服务:4.8 食材:4.8", ¥108/人, 西红门, 日本料理, 距地铁4号线西红门站出入口步行230m, 6583, 欣宁街15号院1号楼荟聚中心2层6-02-31-R-1, 11:00-15:00、 17:30-21:30, 2025-11-13T14:28:10+08:00
k8QvYa9DgTeKRFVo, 俄士厨房(航天桥店), 莫斯科红菜汤、 罐牛、 鸡肉串, https://www.dianping.com/shop/k8QvYa9DgTeKRFVo, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥120/人, 航天桥, 俄罗斯菜, 距地铁9号线白堆子站A西北口步行1.1km, 27229, 阜成路北三街15号6户, 11:00-22:00, 2025-11-13T14:28:27+08:00
k8EADDg9DvPwTHXX, 珍宝海鲜JUMBO Seafood(北京SKP店), 获奖新加坡辣椒螃蟹、 麦片虾、 招牌新加坡黑胡椒, https://www.dianping.com/shop/k8EADDg9DvPwTHXX, 4.6, "口味:4.7 环境:4.8 服务:4.7", ¥280/人, 大望路, 新加坡菜, 距地铁14号线大望路站F东北口步行40m, 8998, 建国路87号六层D6005号, 11:30-14:30、 16:30-21:30, 2025-11-13T14:28:42+08:00
jxitdr5JSmTMQZ9E, VINN维恩西餐(国贸·郎园店), 牛肉塔可、 谷饲芝士牛肉汉堡、 藜麦鲜虾沙拉, https://www.dianping.com/shop/jxitdr5JSmTMQZ9E, 4.6, "口味:4.6 环境:4.7 服务:4.7", ¥102/人, 国贸/建外, 西餐, 距地铁大望路站D西北口步行790m, 4616, 建国路郎园Vintage17号楼商铺, 11:00-22:30, 2025-11-13T14:29:00+08:00
H49vLZexgvYjvrVQ, 恰餐厅及酒吧CHAR Bar & Grill(北京三里屯洲际店), 餐前面包、 战斧牛排、 提拉米苏, https://www.dianping.com/shop/H49vLZexgvYjvrVQ, 4.9, "口味:4.8 环境:4.8 服务:4.8", ¥574/人, 三里屯/工体, 西餐, 距地铁3号线团结湖站H口步行360m, 3683, 南三里屯路1号通盈中心洲际酒店三层, 11:30-14:30、 17:30-22:00, 2025-11-13T14:29:18+08:00
H3OrF6tUCESqMiuk, 温野菜涮涮锅(朝阳大悦城店), 澳洲牛肩肉、 寿喜锅、 刺身拼盘, https://www.dianping.com/shop/H3OrF6tUCESqMiuk, 4.0, "口味:4.0 环境:4.1 服务:4.1 食材:4.3", ¥157/人, 青年路, 日式火锅, 距地铁青年路站出入口步行10m, 14699, 朝阳北路101号朝阳大悦城6层06号, 11:00-21:00, 2025-11-13T14:29:33+08:00
l2raP1j0By3vZMTV, 鲜潭蒸汽石锅鱼(国瑞购物中心店), 江团鱼、 鲜潭蒸汽石锅鱼、 鱼汤, https://www.dianping.com/shop/l2raP1j0By3vZMTV, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥111/人, 崇文门, 云南菜|滇菜, 距地铁5号线崇文门站出入口步行320m, 8993, 崇文门外大街18号国瑞购物中心G层, 11:00-22:00, 2025-11-13T14:29:50+08:00
k2N2cOPlQUcdDFok, 北京柏悦酒店·北京亮餐厅China Grill, 北京亮沙拉、 餐前面包、 招牌黑胡椒波士顿龙虾, https://www.dianping.com/shop/k2N2cOPlQUcdDFok, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥714/人, 国贸/建外, 西餐, 距地铁国贸站出入口步行80m, 10092, 建外街道建国门外大街2号(北京柏悦酒店66层), 11:30-14:30、 18:00-22:30, 2025-11-13T14:30:09+08:00
H9Kr7a7u7pUaalz5, 懒人盐府人家(中关村店), 自贡大麻鱼、 秘制大麻乌鱼、 麻辣猪蹄, https://www.dianping.com/shop/H9Kr7a7u7pUaalz5, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥80/人, 中关村, 川菜馆, 距地铁10号线知春里站A西北口步行720m, 7113, 中关村街道中关村南三街保福寺76号, 10:30-14:30、 17:00-21:30, 2025-11-13T14:30:27+08:00
k9eAiB2gy4ghQwU6, 哈马尔罕·丝路美食清真·异国风情主题餐厅(总部基地店), 餐前面包、 哈马尔罕烤肉、 馕坑架子肉, https://www.dianping.com/shop/k9eAiB2gy4ghQwU6, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥121/人, 世界公园, 新疆菜, 距地铁9号线丰台科技园站D西南口步行1.2km, 7860, 总部基地十五区4号楼, 10:00-22:00, 2025-11-13T14:30:44+08:00
k96aPzsb3bG64u3h, 伊豆野菜村(中粮祥云小镇店), 寿喜烧锅底、 和牛、 绵绵冰, https://www.dianping.com/shop/k96aPzsb3bG64u3h, 4.3, "口味:4.4 环境:4.5 服务:4.5 食材:4.6", ¥158/人, 后沙峪, 日式火锅, 位于中粮·祥云小镇内, 10248, 安泰大街6号院祥云小镇南区6号楼底商, 11:00-14:00、 17:00-21:30, 2025-11-13T14:31:01+08:00
G24ywcGiLcc115ML, 越恰越湘(中关村店), 拆骨肉荷包蛋、 农家小炒肉、 小炒黄牛肉, https://www.dianping.com/shop/G24ywcGiLcc115ML, 4.2, "口味:4.3 环境:4.1 服务:4.1", ¥70/人, 中关村, 湘菜, 距地铁4号线中关村站C3东南口步行330m, 7426, 中关村82楼西平房4号楼二层, 11:00-14:00、 17:00-21:30, 2025-11-13T14:31:17+08:00
H2YFlamd3XTLh0Oz, The Verse(怀柔安四路店), 薯一薯二、 西班牙海鲜烩饭、 传统肉酱意面, https://www.dianping.com/shop/H2YFlamd3XTLh0Oz, 4.2, "口味:4.2 环境:4.4 服务:4.3", ¥98/人, 黄花城水长城, 西餐, , 5270, 213省道黄花城水库南行200米, 10:30-19:30, 2025-11-13T14:31:34+08:00
l1BUPo4ZHyuEiBSE, 苏帮袁Sue Cuisine(祥云小镇店), 手拆蟹粉豆腐、 宜兴笋干红烧肉、 葱油拌面, https://www.dianping.com/shop/l1BUPo4ZHyuEiBSE, 4.7, "口味:4.7 环境:4.8 服务:4.8", ¥145/人, 后沙峪, 淮扬菜, 位于中粮·祥云小镇北区内, 10134, 安泰大街中粮祥云小镇北区购物中心10号楼1层, 10:30-21:30, 2025-11-13T14:31:53+08:00
k2jGFP4QmJv36zgD, 丰泽园饭店(南礼士路店), 葱烧海参、 干炸丸子、 爆炒腰花, https://www.dianping.com/shop/k2jGFP4QmJv36zgD, 4.4, "口味:4.5 环境:4.5 服务:4.5", ¥125/人, 复兴门, 鲁菜, 距地铁南礼士路站B东北口步行120m, 10034, 建威大厦地下一层, 10:30-14:00、 16:30-21:00, 2025-11-13T14:32:11+08:00
jChXtiK74crO6gPV, 海底捞火锅(回龙观华联BHG店), 番茄锅底、 招牌虾滑、 捞派滑牛肉, https://www.dianping.com/shop/jChXtiK74crO6gPV, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥113/人, 回龙观, 四川火锅, 距地铁13号线龙泽站A口(北口)步行1.2km, 8563, 回龙观西大街111号北京华联回龙观购物中心三层3F-12, 10:00-次日05:00, 2025-11-13T14:32:28+08:00
k5QJwj58bgKZ7tbp, 兰纳 LANNA泰餐厅(银泰店), 冬阴功虾汤、 泰式炸虾饼、 咖喱皇炒大虾, https://www.dianping.com/shop/k5QJwj58bgKZ7tbp, 4.5, "口味:4.5 环境:4.7 服务:4.6", ¥118/人, 国贸/建外, 泰国菜, 距国贸地铁站69米, 10610, 建外街道建国门外大街2号银泰中心3层（国贸地铁站C东南口步行50米）, 11:30-14:00、 17:30-21:00, 2025-11-13T14:32:47+08:00
H9V3ZExj8bNy755d, 韩香馆Saveurs de Coree, 辣海鲜嫩豆腐汤、 梨汁腌味烧切片牛排、 韓式炸醬麵, https://www.dianping.com/shop/H9V3ZExj8bNy755d, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥75/人, 东直门, 韩式料理, 距地铁2号线东直门站A西北口步行950m, 11679, 北新桥街道东直门北小街22号, 11:00-14:00、 17:30-21:00, 2025-11-13T14:33:03+08:00
G3nnwjCq8lA2FZhO, 巴奴毛肚火锅(西单君太店), 经典毛肚、 菌汤、 鲜鸭血, https://www.dianping.com/shop/G3nnwjCq8lA2FZhO, 4.7, "口味:4.7 环境:4.7 服务:4.8 食材:4.8", ¥156/人, 西单, 火锅, 距地铁4号线西单站F1西北口步行140m, 18222, 西单北大街133号君太百货B1层F-1号（24小时营业:夜间通道由南门、中国银行对门进入）, 全天营业, 2025-11-13T14:33:20+08:00
G49hoOaHhQuX6VUY, 北五环老北京自助铜锅涮肉·烧烤(黑泉路店), 羊肉卷、 手切鲜牛吊龙、 上脑牛肉, https://www.dianping.com/shop/G49hoOaHhQuX6VUY, 4.5, "口味:4.5 环境:4.4 服务:4.4", ¥122/人, 清河, 火锅自助, , 7834, 黑泉路兴美大厦一层, 11:00-23:00, 2025-11-13T14:33:35+08:00
